100 0.000163
5100 0.426891
10100 1.72684
15100 3.84503
20100 6.83818
25100 10.6809
30100 15.6763
35100 20.658
40100 26.5183
45100 33.5325
50100 41.6874
55100 50.3449
60100 60.0711
65100 72.4246
70100 84.2235
75100 92.2824
80100 104.514
85100 118.239
