100 0.000147
5100 0.338512
10100 1.33355
15100 3.02441
20100 5.28932
25100 8.08315
30100 11.3498
35100 15.5011
40100 20.2423
45100 26.1601
50100 32.3128
55100 39.7272
60100 47.6106
65100 56.0614
70100 64.7416
