100 0.000123
5100 0.152234
10100 0.627723
15100 1.42566
20100 2.63101
25100 4.24562
30100 6.11002
35100 8.24101
40100 10.6797
45100 13.3701
50100 16.5846
55100 20.1357
60100 24.9095
65100 28.4883
70100 33.8796
75100 38.6895
80100 45.8081
