100 2.6e-05
5100 0.01302
10100 0.061781
15100 0.111695
20100 0.179783
25100 0.252321
30100 0.308552
35100 0.398288
40100 0.48442
45100 0.582545
50100 0.740168
55100 0.901411
60100 1.03343
65100 1.21713
70100 1.30272
75100 1.42035
80100 1.57443
85100 1.75779
