100 0.00015
5100 0.323176
10100 1.32286
15100 3.02829
20100 5.43386
25100 8.52311
30100 12.2972
35100 16.8768
40100 21.9858
45100 29.352
50100 34.7844
55100 42.113
60100 50.3926
65100 59.2429
70100 68.5581
75100 79.1135
80100 88.3893
